playername,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,cmpsp,cmpmp,cmplp,crs,ground,low,high,left,right,head,off,int,block,sca,passlive,drib,gca,gcapasslive,gcadrib,tkl,tklw,press,pressp,touches,succp,targ,rec,recp,miscon,subs,fls,recov,aerialwonp
Papu Gómez,,2017-2018,29,7th,33,31,"2,750",6,8,35.4,3.14,0.04,2,1108,73.3,52.2,84.2,51.4,260,878,205,429,250,1184,39,5,28,Matches,189,117,21,19,11,3,19,15,409,30.3,1880,69.2,1806,1469,81.3,63,2,20,140,21.1
Papu Gómez,,2018-2019,30,3rd,35,34,"2,899",7,11,34.6,3.23,0.07,0,1496,75.8,52.3,86.9,55.6,327,1253,217,504,340,1549,44,7,39,Matches,203,119,10,22,14,2,20,16,420,24.8,2393,60.0,2129,1822,85.6,54,1,26,189,26.3
Papu Gómez,,2019-2020,31,3rd,36,34,"2,842",7,16,42.7,3.04,0.07,0,1559,79.6,46.7,89.0,61.3,231,1269,256,433,342,1520,43,5,30,Matches,198,124,14,32,20,4,31,24,354,28.5,2342,61.9,2057,1815,88.2,53,2,19,206,13.6
Hamed Junior Traorè,,2017-2018,17,1st,10,3,354,0,0,,0.00,,0,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,7,,,
Hamed Junior Traorè,,2018-2019,18,18th,32,26,"2,259",2,2,27.3,1.75,0.05,0,794,78.5,26.5,85.6,63.6,20,783,89,140,175,781,19,7,23,Matches,64,49,8,5,5,0,73,43,647,24.4,1301,57.1,1067,896,84.0,31,6,39,205,23.9
Hamed Junior Traorè,,2019-2020,19,8th,30,19,"1,514",4,1,48.8,2.56,0.09,0,609,78.0,40.5,88.7,51.1,83,571,104,106,115,642,14,3,19,Matches,60,39,3,6,6,0,32,14,290,25.2,993,74.3,869,724,83.3,24,11,26,99,31.8
Juraj Kucka,,2009-2010,22,1st,20,16,"1,423",5,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,,,
Juraj Kucka,,2010-2011,23,2nd,13,13,"1,107",3,0,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Juraj Kucka,,2010-2011,23,10th,17,15,"1,301",0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,34,,
Juraj Kucka,,2011-2012,24,17th,26,20,"1,715",2,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,59,,
Juraj Kucka,,2012-2013,25,17th,33,32,"2,817",3,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,82,,
Juraj Kucka,,2013-2014,26,14th,11,9,792,2,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,18,,
Juraj Kucka,,2014-2015,27,6th,34,19,"1,873",2,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,15,57,,
Juraj Kucka,,2015-2016,28,11th,1,1,90,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,4,,
Juraj Kucka,,2015-2016,28,7th,29,24,"2,077",1,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,58,,
Juraj Kucka,,2016-2017,29,6th,30,23,"2,082",3,1,40.0,1.30,0.10,0,,,,,,18,,,,,,,,,Matches,,,,,,,,39,,,,,,,,,7,48,,
Juraj Kucka,,2017-2018,30,5th,25,23,"2,007",3,5,24.5,2.20,0.06,0,,,,,,11,,,,,,,,,Matches,,,,,,,,37,,,,,,,,,2,51,,
Juraj Kucka,,2018-2019,31,4th,8,2,343,0,1,0.0,1.57,0.00,0,,,,,,1,,,,,,,,,Matches,,,,,,,,4,,,,,,,,,6,11,,
Juraj Kucka,,2018-2019,31,14th,18,17,"1,535",4,3,33.3,1.41,0.13,1,400,68.7,29.6,74.2,55.7,21,300,149,133,108,348,65,6,24,Matches,29,21,2,3,2,0,56,41,477,23.3,812,62.2,587,491,83.6,22,1,42,139,61.1
Juraj Kucka,,2019-2020,32,11th,26,22,"1,932",6,3,22.2,2.10,0.09,2,508,69.7,37.8,75.6,55.5,26,381,154,194,171,423,62,6,29,Matches,44,33,4,10,5,2,51,35,445,26.1,1049,67.7,891,687,77.1,57,4,52,180,55.7
Jasmin Kurtić,,2010-2011,21,8th,4,2,219,1,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,7,,
Jasmin Kurtić,,2011-2012,22,5th,38,37,"3,185",2,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Jasmin Kurtić,,2012-2013,23,18th,31,26,"2,319",0,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,46,,
Jasmin Kurtić,,2013-2014,24,7th,16,14,"1,195",2,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,15,,
Jasmin Kurtić,,2013-2014,24,17th,18,13,"1,174",0,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,20,,
Jasmin Kurtić,,2014-2015,25,12th,0,0,,,,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,24,,
Jasmin Kurtić,,2014-2015,25,4th,21,15,"1,345",1,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,48,,
Jasmin Kurtić,,2015-2016,26,13th,32,30,"2,404",2,0,29.2,2.14,0.09,0,,,,,,54,,,,,,,,,Matches,,,,,,,,32,,,,,,,,,2,56,,
Jasmin Kurtić,,2016-2017,27,4th,37,35,"2,739",6,3,36.4,1.50,0.18,0,248,77.0,47.1,80.7,68.6,12,212,64,46,43,236,12,1,9,Matches,12,11,1,1,1,0,12,11,124,33.9,408,47.1,383,306,79.9,14,2,10,57,56.0
Jasmin Kurtić,,2017-2018,28,7th,14,7,662,2,0,27.3,1.37,0.05,0,492,74.8,44.4,80.3,63.3,37,407,101,150,70,472,60,2,14,Matches,20,12,2,1,1,0,29,18,288,25.7,829,61.5,698,574,82.2,23,7,22,133,49.5
Jasmin Kurtić,,2017-2018,28,17th,16,16,"1,440",1,0,22.2,2.22,0.10,0,1104,80.2,31.3,88.4,63.8,142,947,178,252,164,1085,68,2,19,Matches,73,41,4,9,3,1,37,16,568,23.6,1681,71.7,1425,1223,85.8,28,0,36,176,48.6
Jasmin Kurtić,,2018-2019,29,13th,30,29,"2,557",6,5,21.3,3.00,0.04,0,513,75.6,38.2,84.1,61.5,82,409,116,154,107,499,43,2,8,Matches,51,29,4,0,0,0,22,16,346,25.1,880,69.2,775,661,85.3,15,1,17,98,51.7
Jasmin Kurtić,,2019-2020,30,20th,16,16,"1,409",2,0,31.8,1.26,0.09,0,608,83.1,42.4,90.0,72.1,55,489,108,135,121,560,28,0,6,Matches,32,19,0,2,2,0,35,19,314,23.6,879,60.0,682,609,89.3,16,0,17,128,61.1
Mehdi Léris,,2017-2018,19,13th,4,0,42,0,0,,0.00,,0,9,64.3,,80.0,25.0,1,10,2,2,1,12,0,0,0,Matches,0,0,0,0,0,0,1,1,22,13.6,21,66.7,15,13,86.7,1,4,0,5,100.0
Mehdi Léris,,2018-2019,20,20th,23,18,"1,607",0,2,20.7,1.62,0.00,0,552,74.5,38.1,84.1,53.5,45,445,120,176,110,548,30,1,16,Matches,40,28,4,4,3,0,56,37,552,23.2,1009,59.6,779,639,82.0,31,5,42,165,47.3
Mehdi Léris,,2019-2020,21,14th,15,3,509,1,1,25.0,2.12,0.08,0,170,73.9,28.6,85.0,49.0,29,151,34,45,29,178,14,0,7,Matches,18,13,2,1,1,0,13,9,142,21.1,313,59.1,279,225,80.6,17,12,7,43,31.3
Ruslan Malinovskyi,,2013-2014,20,7th,8,4,345,3,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Ruslan Malinovskyi,,2014-2015,21,4th,23,16,"1,336",1,4,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,,,
Ruslan Malinovskyi,,2015-2016,22,4th,13,11,875,3,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Ruslan Malinovskyi,,2015-2016,22,4th,13,9,780,0,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,17,,
Ruslan Malinovskyi,,2016-2017,23,7th,18,17,"1,350",5,7,,0.00,,0,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,1,,,
Ruslan Malinovskyi,,2017-2018,24,5th,36,34,"2,928",5,6,,0.00,,1,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,2,46,,
Ruslan Malinovskyi,,2018-2019,25,1st,37,34,"3,004",13,11,,,,5,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Ruslan Malinovskyi,,2019-2020,26,3rd,34,12,"1,535",8,3,34.6,4.57,0.10,0,755,79.4,39.4,86.5,66.8,90,689,100,162,810,104,16,3,19,Matches,108,67,15,9,7,0,21,15,315,28.9,1233,71.8,1082,944,87.2,42,22,32,131,34.2
Marco Mancosu,,2007-2008,18,14th,10,3,241,0,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,5,,
Marco Mancosu,,2008-2009,19,9th,2,0,29,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,2,,
Marco Mancosu,,2008-2009,19,18th,5,3,239,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Marco Mancosu,,2009-2010,20,10th,7,2,235,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Marco Mancosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Mancosu,,2018-2019,29,2nd,34,34,"2,942",13,5,,,,2,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Marco Mancosu,,2019-2020,30,18th,32,27,"2,380",14,1,31.4,2.65,0.07,9,645,75.2,42.6,81.4,65.9,42,533,170,155,117,676,34,3,21,Matches,68,57,3,3,2,0,24,18,400,23.0,1135,61.5,1035,812,78.5,45,5,22,165,37.9
Vincenzo Millico,,2017-2018,16,9th,0,0,,,,,0.00,,0,0,,,,,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,0,0,,0,,1,0,0.0,0,0,0,0,
Vincenzo Millico,,2018-2019,17,7th,1,0,1,0,0,0.0,2.50,0.00,0,60,70.6,20.0,76.6,69.7,24,42,17,26,11,73,1,0,2,Matches,6,5,1,0,0,0,1,1,42,21.4,114,66.7,107,90,84.1,6,1,5,6,
Henrikh Mkhitaryan,,2009-2010,20,8th,29,29,"2,544",9,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Henrikh Mkhitaryan,,2010-2011,21,8th,8,8,720,3,1,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,,,
Henrikh Mkhitaryan,,2010-2011,21,1st,17,12,"1,161",3,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,,,
Henrikh Mkhitaryan,,2011-2012,22,1st,26,22,"1,985",10,5,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,,,
Henrikh Mkhitaryan,,2012-2013,23,1st,29,27,"2,507",25,8,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,,,
Henrikh Mkhitaryan,,2013-2014,24,2nd,31,29,"2,435",9,9,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,49,,
Henrikh Mkhitaryan,,2014-2015,25,7th,28,21,"1,921",3,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,24,,
Henrikh Mkhitaryan,,2015-2016,26,2nd,31,28,"2,571",11,15,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,53,,
Henrikh Mkhitaryan,,2016-2017,27,6th,24,15,"1,348",4,1,50.0,2.14,0.13,0,,,,,,48,,,,,,,,,Matches,,,,,,,,18,,,,,,,,,9,19,,
Henrikh Mkhitaryan,,2017-2018,28,2nd,15,11,922,1,5,33.3,1.46,0.07,0,439,77.0,48.6,85.7,55.8,52,418,64,88,150,386,23,2,11,Matches,50,37,3,6,3,0,13,9,257,24.5,694,40.0,582,513,88.1,21,4,9,85,50.0
Henrikh Mkhitaryan,,2017-2018,28,6th,11,9,794,2,4,52.4,2.38,0.10,0,354,74.2,47.8,81.5,51.6,33,376,41,60,87,367,14,1,20,Matches,24,19,0,4,4,0,19,7,151,26.5,616,60.0,517,466,90.1,18,2,14,73,35.7
Henrikh Mkhitaryan,,2018-2019,29,5th,25,19,"1,641",6,4,28.0,2.74,0.12,0,661,75.8,30.8,83.9,57.1,63,634,120,118,174,639,32,4,24,Matches,66,54,0,13,11,0,28,18,408,22.1,1137,47.1,969,776,80.1,46,6,27,166,31.4
Henrikh Mkhitaryan,,2019-2020,30,8th,3,1,112,0,0,0.0,1.61,0.00,0,58,75.3,28.6,85.2,62.5,4,62,6,9,20,52,2,2,0,Matches,6,5,0,0,0,0,0,0,32,25.0,98,40.0,89,74,83.1,3,2,2,12,66.7
Henrikh Mkhitaryan,,2019-2020,30,5th,22,16,"1,530",9,5,37.2,2.53,0.21,0,582,83.7,39.5,88.5,77.4,15,513,110,72,123,529,25,0,10,Matches,69,56,4,9,8,1,40,28,296,24.7,915,51.2,789,671,85.0,29,6,17,133,31.6
Radja Nainggolan,,2007-2008,19,15th,10,5,446,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Radja Nainggolan,,2008-2009,20,10th,38,37,"3,252",3,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Radja Nainggolan,,2009-2010,21,15th,21,20,"1,796",1,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,,,
Radja Nainggolan,,2009-2010,21,16th,7,2,216,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,10,,
Radja Nainggolan,,2010-2011,22,14th,36,33,"2,908",2,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,79,,
Radja Nainggolan,,2011-2012,23,15th,37,37,"3,209",1,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,78,,
Radja Nainggolan,,2012-2013,24,11th,34,33,"2,970",2,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,66,,
Radja Nainggolan,,2013-2014,25,15th,17,17,"1,527",2,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,26,,
Radja Nainggolan,,2013-2014,25,2nd,17,16,"1,413",2,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,32,,
Radja Nainggolan,,2014-2015,26,2nd,35,30,"2,779",5,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,47,,
Radja Nainggolan,,2015-2016,27,3rd,35,33,"2,936",6,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,2,47,,
Radja Nainggolan,,2016-2017,28,2nd,37,35,"3,030",11,4,26.7,2.67,0.12,0,,,,,,89,,,,,,,,,Matches,,,,,,,,58,,,,,,,,,2,46,,
Radja Nainggolan,,2017-2018,29,3rd,31,31,"2,613",4,7,23.0,2.10,0.07,0,1051,79.6,23.1,84.1,74.9,81,884,227,210,154,1102,43,1,33,Matches,106,88,7,17,13,2,55,41,526,27.0,1658,67.5,1435,1221,85.1,44,0,37,269,41.4
Radja Nainggolan,,2018-2019,30,4th,29,22,"1,967",6,3,26.1,3.16,0.09,0,830,81.9,40.0,86.9,74.4,43,711,149,154,106,851,32,3,10,Matches,70,56,5,5,4,0,37,29,415,26.3,1280,64.0,1186,990,83.5,39,7,32,183,41.2
Radja Nainggolan,,2019-2020,31,13th,26,25,"2,071",6,7,29.2,2.82,0.09,0,889,77.1,26.9,85.5,70.7,81,631,231,291,126,976,30,10,17,Matches,92,73,6,12,8,2,33,22,266,27.4,1448,69.8,1179,1044,88.5,44,1,22,214,36.6
Lucas Paquetá,,2016,18,3rd,0,0,,,,21.3,4.48,0.02,0,,,,,,21,,,,,,,,,Matches,,,,,,,,17,,,,,,,,,0,28,,
Lucas Paquetá,,2017,19,6th,17,10,945,1,1,42.6,3.08,0.11,0,,,,,,36,,,,,,,,,Matches,,,,,,,,57,,,,,,,,,7,64,,
Lucas Paquetá,,2018,20,2nd,32,31,"2,743",10,1,46.2,1.39,0.08,0,278,74.9,13.6,83.9,55.6,7,260,60,51,303,41,12,1,9,Matches,22,17,2,5,2,1,18,11,252,19.8,507,66.7,462,379,82.0,16,1,17,69,46.7
Lucas Paquetá,,2018-2019,20,5th,13,12,842,1,1,38.2,2.77,0.00,0,455,78.7,37.9,82.9,73.0,10,437,87,54,459,87,9,4,25,Matches,43,32,6,3,2,0,39,30,300,29.7,790,60.0,653,562,86.1,29,1,25,116,41.1
Mario Pašalić,,2012-2013,17,4th,2,0,11,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Mario Pašalić,,2013-2014,18,3rd,30,27,"2,436",11,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Mario Pašalić,,2014-2015,19,13th,31,26,"2,188",3,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,44,,
Mario Pašalić,,2015-2016,20,3rd,16,12,995,3,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,16,,
Mario Pašalić,,2016-2017,21,6th,24,20,"1,758",5,1,29.3,2.10,0.12,0,,,,,,19,,,,,,,,,Matches,,,,,,,,20,,,,,,,,,4,20,,
Mario Pašalić,,2017-2018,22,3rd,21,10,"1,037",4,1,,0.00,,0,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,11,18,,
Mario Pašalić,,2018-2019,23,3rd,33,17,"1,618",5,3,25.0,2.00,0.14,0,830,83.7,42.4,86.0,82.3,13,759,126,107,259,668,40,0,21,Matches,44,39,1,6,5,1,38,27,389,25.2,1211,54.5,1075,920,85.6,34,16,19,163,41.8
Mario Pašalić,,2019-2020,24,3rd,35,30,"2,417",9,5,28.8,2.20,0.15,0,1254,88.6,50.0,91.0,86.8,13,1057,196,162,391,938,48,3,19,Matches,78,68,3,9,7,1,44,30,516,26.6,1697,57.9,1463,1283,87.7,35,5,35,226,51.1
Gastón Pereiro,,2014-2015,19,1st,24,20,"1,669",6,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,,,
Gastón Pereiro,,2015-2016,20,1st,29,15,"1,337",11,3,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,14,17,,
Gastón Pereiro,,2016-2017,21,3rd,30,26,"2,154",10,2,,0.00,,1,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,4,20,,
Gastón Pereiro,,2017-2018,22,1st,28,21,"1,734",11,4,,0.00,,0,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,7,19,,
Gastón Pereiro,,2018-2019,23,2nd,27,23,"1,645",10,6,,,,3,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,,,
Gastón Pereiro,,2019-2020,24,4th,4,1,104,2,0,50.0,6.92,0.25,0,,,,,,5,,,,,,,,,Matches,,,,,,,,2,,,,,,,,,3,4,,
Gastón Pereiro,,2019-2020,24,13th,10,4,348,1,0,28.6,3.62,0.07,0,92,66.7,14.3,81.3,42.5,16,80,30,28,107,17,6,0,1,Matches,6,3,3,0,0,0,2,2,50,16.0,169,83.3,158,127,80.4,2,6,6,17,37.5
Matteo Pessina,,2017-2018,20,10th,38,37,"3,200",2,3,,0.00,,1,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,1,,,
Matteo Pessina,,2018-2019,21,3rd,12,1,235,0,1,33.3,1.15,0.00,0,162,86.2,16.7,90.6,78.8,5,141,24,23,140,35,7,0,2,Matches,4,4,0,2,2,0,3,2,56,19.6,212,,170,155,91.2,3,11,4,37,41.7
Matteo Pessina,,2019-2020,22,9th,34,26,"2,444",7,0,43.8,1.18,0.22,0,1024,77.8,31.1,83.7,67.5,27,856,220,240,1019,172,62,6,25,Matches,48,37,1,2,2,0,44,31,436,31.0,1628,58.3,1414,1134,80.2,50,8,34,265,34.7
Daniele Ragatzu,,2008-2009,16,9th,6,0,93,1,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,2,,
Daniele Ragatzu,,2009-2010,17,16th,8,4,382,2,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,4,3,,
Daniele Ragatzu,,2010-2011,18,14th,18,4,481,1,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,14,10,,
Daniele Ragatzu,,2011-2012,19,21st,28,9,"1,173",1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,
Daniele Ragatzu,,2012-2013,20,21st,17,14,"1,274",3,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Daniele Ragatzu,,2013-2014,21,10th,9,2,336,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Daniele Ragatzu,,2014-2015,22,15th,7,1,212,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,,,
Daniele Ragatzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniele Ragatzu,,2019-2020,27,13th,13,2,313,1,0,50.0,2.30,0.13,0,139,80.8,62.5,86.6,64.9,9,126,23,23,33,133,4,0,3,Matches,16,13,3,0,0,0,2,2,38,34.2,214,64.7,192,166,86.5,6,11,1,30,
Gastón Ramírez,,2010-2011,19,16th,25,16,"1,540",4,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,9,24,,
Gastón Ramírez,,2011-2012,20,9th,33,28,"2,291",8,4,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,63,,
Gastón Ramírez,,2012-2013,21,14th,26,20,"1,679",5,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,6,29,,
Gastón Ramírez,,2013-2014,22,8th,18,3,522,1,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,15,15,,
Gastón Ramírez,,2014-2015,23,18th,22,11,990,1,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,11,14,,
Gastón Ramírez,,2014-2015,23,7th,1,0,25,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,1,,
Gastón Ramírez,,2015-2016,24,6th,3,0,31,0,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,0,,
Gastón Ramírez,,2015-2016,24,2nd,18,15,"1,286",7,1,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,30,,
Gastón Ramírez,,2016-2017,25,19th,24,20,"1,540",2,3,28.1,1.87,0.06,0,,,,,,81,,,,,,,,,Matches,,,,,,,,37,,,,,,,,,4,36,,
Gastón Ramírez,,2017-2018,26,10th,37,28,"2,214",3,6,40.0,2.03,0.06,0,780,70.8,39.1,81.4,47.2,123,661,184,256,904,129,35,4,27,Matches,94,55,10,13,8,1,40,23,515,26.4,1479,73.9,1292,1048,81.1,58,9,50,162,39.5
Gastón Ramírez,,2018-2019,27,9th,27,19,"1,578",4,4,40.0,1.71,0.13,0,657,75.2,55.3,83.9,49.5,78,581,132,161,731,85,32,3,26,Matches,51,34,1,7,4,0,29,17,410,21.2,1118,54.5,1073,816,76.0,29,8,40,120,32.8
Gastón Ramírez,,2019-2020,28,14th,26,19,"1,392",7,2,43.2,2.39,0.11,3,457,71.3,60.0,82.6,50.5,105,323,126,192,546,39,22,2,6,Matches,75,34,3,4,2,0,31,20,378,23.5,882,60.6,793,599,75.5,37,7,32,92,40.9
Giacomo Raspadori,,2018-2019,18,11th,1,0,1,0,0,,0.00,,0,0,,,,,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,0,3,0.0,0,,0,0,,0,1,0,0,
Giacomo Raspadori,,2019-2020,19,8th,10,2,230,2,0,57.1,2.74,0.29,0,72,80.0,20.0,86.1,69.2,2,74,8,8,26,61,3,0,1,Matches,7,6,1,0,0,0,9,7,49,28.6,127,83.3,128,97,75.8,8,8,2,12,0.0
Emiliano Rigoni,,2014,20,10th,16,8,817,3,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,
Emiliano Rigoni,,2015,21,6th,28,21,"1,736",4,2,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,7,,,
Emiliano Rigoni,,2016,22,3rd,16,14,"1,169",4,5,42.9,2.16,0.14,0,,,,,,142,,,,,,,,,Matches,,,,,,,,14,,,,,,,,,2,13,,
Emiliano Rigoni,,2016-2017,23,6th,30,26,"2,335",11,2,50.0,2.31,0.18,0,,,,,,226,,,,,,,,,Matches,,,,,,,,20,,,,,,,,,4,26,,
Emiliano Rigoni,,2017-2018,24,5th,17,9,"1,009",0,2,,0.00,,0,,,,,,0,,,,,,,,,Matches,,,,,,,,0,,,,,,,,,8,16,,
Emiliano Rigoni,,2018-2019,25,3rd,12,6,522,3,0,18.8,2.76,0.19,0,153,62.2,38.1,72.3,47.1,44,148,42,56,160,67,10,0,0,Matches,19,12,1,3,2,0,4,3,108,26.9,336,55.3,332,255,76.8,21,6,4,44,40.0
Emiliano Rigoni,,2018-2019,25,1st,11,8,724,3,3,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,3,,,
Emiliano Rigoni,,2019-2020,26,1st,12,6,406,2,0,16.7,2.66,0.17,0,,,,,,41,,,,,,,,,Matches,,,,,,,,3,,,,,,,,,6,10,,
Emiliano Rigoni,,2019-2020,26,14th,8,4,431,0,1,28.6,1.46,0.00,0,124,64.2,47.1,74.2,48.2,41,102,41,50,122,55,5,0,4,Matches,24,12,2,2,1,0,5,5,120,20.8,260,50.0,237,178,75.1,9,4,4,30,35.7
Riccardo Saponara,,2010-2011,18,9th,17,7,680,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
Riccardo Saponara,,2011-2012,19,18th,30,21,"1,809",1,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
Riccardo Saponara,,2012-2013,20,4th,36,36,"3,058",11,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Riccardo Saponara,,2013-2014,21,8th,7,2,219,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,5,1,,
Riccardo Saponara,,2014-2015,22,10th,1,1,90,0,0,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,1,,
Riccardo Saponara,,2014-2015,22,15th,17,17,"1,214",7,3,,,,1,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,0,22,,
Riccardo Saponara,,2015-2016,23,10th,33,32,"2,629",5,11,,,,0,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,1,40,,
