playername,mvpr,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,crs,int,block,sca,passlive,drib,gca,gcapasslive,tkl,press,pressp,touches,succp,targ,rec,recp,miscon,fls,recov,aerialwonp
Marcus Ingvartsen,2474992.568,2700000,2020,23,11,28,20,1716,5,2,30.2,2.26,0.09,1,342,68.1,20,15,,29,22,2,5,4,20,485,26.8,736,61.1,698,447,64,46,48,183,47.1
Jonas Hofmann,7424977.704,8100000,2020,27,4,24,18,1633,5,3,43.5,1.27,0.22,0,702,79.6,78,16,,66,39,2,10,8,40,484,25,1065,50,843,689,81.7,21,12,150,18.2
Eduard Löwen,5878932.347,6300000,2019,21,18,22,17,1623,3,2,35.1,2.05,0.08,0,562,75.9,17,16,,43,30,2,5,3,33,350,21.4,972,52.2,748,648,86.6,26,19,185,38.1
Florian Kainz,3419858.931,3600000,2018,24,11,30,19,1712,3,3,33.3,1.89,0.08,0,548,69.8,116,16,,70,42,2,4,3,28,346,22.8,1015,58.3,860,692,80.5,31,35,141,50
Ryan Fraser,18149945.5,19800000,2020,25,18,28,21,2067,1,4,27,12,44.4,0.04,648,68.2,173,16,,66,44,2,6,3,9,298,21.8,1135,43.5,1001,786,78.5,32,10,139,27.8
Giovani Lo Celso,32999900.91,36000000,2020,23,6,28,15,1492,0,2,18,3,16.7,0,832,82.8,56,16,,59,44,2,6,5,51,420,31.9,1233,55.9,951,862,90.6,22,28,167,22.6
Amine Harit,8398474.781,9000000,2019,21,14,18,12,1082,1,1,38.5,1.08,0.08,0,355,79.8,3,17,,42,27,2,2,1,14,205,22.4,605,73.1,539,451,83.7,19,11,91,28.6
Yuya Osako,5129788.396,5400000,2018,27,18,25,23,1896,4,2,37.8,1.76,0.11,0,435,70.4,25,17,,46,41,2,6,5,11,371,27.5,836,72.2,927,635,68.5,40,24,121,30.1
Federico Santander,5039084.869,5400000,2019,27,10,32,23,2065,8,3,35.1,3.23,0.11,0,339,59.5,17,17,,63,51,2,6,4,20,512,21.9,837,45,1137,621,54.6,50,51,105,53.4
Michael Gregoritsch,5878932.347,6300000,2019,24,15,32,28,2487,6,2,30.6,3.08,0.06,1,653,69.4,16,17,,62,46,2,5,4,30,533,22.3,1280,55.2,1219,909,74.6,60,28,192,41.4
João Pedro,6718779.825,7200000,2019,26,15,34,30,2555,7,2,28.3,2.11,0.08,2,589,72.1,57,17,,74,44,2,6,2,19,356,21.6,1136,42.2,1382,809,58.5,63,50,146,40.8
André Hahn,2519542.434,2700000,2019,27,15,28,21,2052,4,4,38.9,1.58,0.11,0,304,55.2,82,19,,46,34,2,6,4,53,612,24.8,844,47.8,846,538,63.6,50,67,130,47.6
Michael Gregoritsch,17099294.65,18000000,2018,23,12,32,30,2527,13,3,38.2,3.17,0.13,1,547,68.5,19,19,,63,45,2,11,6,21,528,26.7,1144,52.6,1163,775,66.6,46,22,181,46.5
Pablo Sarabia,25666589.59,28000000,2020,27,1,21,13,1164,4,3,32,10,31.3,0,524,77.4,52,19,26,38,28,2,5,2,18,260,26.9,824,52.6,813,669,82.3,30,14,66,26.7
Maxime Lopez,14277407.13,15300000,2019,20,5,32,25,2180,1,3,11,2,18.2,0,775,87.7,24,20,12,35,28,2,5,4,13,227,28.2,982,51.7,946,822,86.9,13,9,80,13.3
Joselu,6187481.42,6750000,2020,29,16,36,31,2782,11,2,81,28,34.6,1,541,54.4,4,21,30,58,37,2,13,7,25,543,26.3,1435,48,1636,1079,66,98,51,177,65.7
Theo Walcott,15117254.61,16200000,2019,29,8,37,24,2119,5,2,43,21,48.8,0.12,447,70.8,53,23,,49,34,2,6,4,26,350,26,909,52.1,992,677,68.2,59,11,122,23.9
Sébastien Haller,10259576.79,10800000,2018,23,8,31,26,2347,9,4,39,14,35.9,0.18,459,65.1,7,23,,51,42,2,4,4,26,563,27.2,1078,52.2,1417,790,55.8,105,55,131,49.3
Isco,64122354.95,67500000,2018,25,3,30,21,1766,7,5,50,19,38,0,1355,85,94,24,42,109,90,2,14,12,16,421,26.1,1866,72.2,1734,1560,90,56,16,114,27.3
Youssef Aït Bennasser,5984753.129,6300000,2018,21,16,27,25,2048,0,0,24,3,12.5,0,938,81.9,12,24,25,49,40,2,1,1,43,504,22.8,1378,80,952,881,92.5,12,24,298,31.6
Christian Eriksen,56099831.54,61200000,2020,27,2,36,18,1795,3,4,51,18,70,0.04,904,75.9,131,25,,76,55,2,9,7,28,369,22,1399,85,1130,941,83.8,28,15,209,33.3
Marco Reus,20624938.07,22500000,2020,30,2,19,18,1495,11,5,48.9,2.71,0.22,1,544,82.8,16,25,,53,41,2,8,8,32,442,27.4,895,54.7,978,681,69.6,37,17,70,13.9
Joselu,3419858.931,3600000,2018,27,10,30,19,1712,4,1,46,17,37,0,384,63.6,6,26,15,33,26,2,2,1,20,295,20.3,829,52.6,919,604,65.7,38,30,88,54.5
Lorenzo Insigne,54590086.08,58500000,2019,27,2,28,24,2073,10,6,29.3,5.04,0.08,1,1111,82.5,59,26,,125,101,2,11,11,10,359,20.1,1610,48.6,1748,1380,78.9,37,7,109,18.2
Thiago Alcántara,50390848.69,54000000,2019,27,1,30,26,2408,2,6,26.1,0.86,0.09,0,2327,90.4,69,26,,77,58,2,8,6,85,388,32.7,2823,85.2,2171,2100,96.7,13,52,383,44.6
Franco Vázquez,6412235.495,6750000,2018,28,7,30,22,1831,4,4,56,12,21.4,0,662,72.9,34,27,36,74,64,2,7,6,34,463,24,1187,76.1,1088,897,82.4,41,49,152,51.2
Marcel Sabitzer,26399920.73,28800000,2020,25,3,32,30,2499,9,7,33.8,2.56,0.13,0,1163,75.9,110,28,,102,87,2,12,10,38,485,36.9,1825,64.1,1505,1293,85.9,35,20,263,45.5
Jonas Hofmann,7558627.303,8100000,2019,26,5,27,21,1911,5,5,29.4,1.6,0.12,1,914,80.7,58,29,,73,50,2,11,9,36,500,25.6,1352,65.4,1095,955,87.2,33,20,176,22.6
José Callejón,15117254.61,16200000,2019,31,2,34,29,2650,3,10,28.8,2,0.05,0,1369,81.3,157,30,,123,101,2,19,13,35,547,22.7,1936,55,1767,1467,83,23,15,209,16.1
Thomas Müller,24749925.68,27000000,2020,29,1,33,26,2255,8,21,37.7,2.12,0.15,0,1023,75.3,105,32,,131,117,2,26,24,50,571,37.3,1650,51.1,1652,1280,77.5,57,17,158,43.5
Ondrej Duda,10918017.22,11700000,2019,23,11,32,30,2563,11,5,37.7,1.86,0.21,0,958,75.1,51,36,,74,48,2,10,6,52,598,26.8,1601,66.2,1362,1105,81.1,55,77,279,39.3
Aaron Mooy,11757864.69,12600000,2019,27,20,29,25,2330,3,1,39,13,33.3,0.05,1078,75.5,139,38,,76,45,2,3,2,66,610,27.9,1728,56.6,1298,1112,85.7,32,26,283,28.6
Benjamin André,8398474.781,9000000,2019,27,10,30,28,2495,3,1,32,9,28.1,0,1182,79.9,12,39,33,56,44,2,5,4,92,715,28.8,1855,64.3,1377,1205,87.5,35,59,338,63.7
Benjamin André,8549647.327,9000000,2018,26,5,34,34,3012,3,2,32,9,28.1,0,1453,77.9,21,44,44,66,61,2,6,6,69,620,28.9,2309,70,1719,1446,84.1,47,67,448,47.9
Lucas Lima,7465310.916,8000000,2019,26,12,31,28,2496,0,4,21,3,14.3,0,1213,69.1,211,46,75,81,48,2,6,4,57,492,27.8,2062,54.4,1311,1128,86,42,46,316,47.3
Giovani Lo Celso,41992373.9,45000000,2019,22,10,33,27,2397,9,4,62,25,40.3,0.11,1199,82.6,15,47,,78,58,2,16,12,55,500,27.4,1848,57.8,1724,1480,85.8,61,36,191,30.8
Ahmed Kutucu,5039084.869,5400000,2019,18,14,13,3,425,2,0,63.6,2.33,0.18,0,67,66.3,7,0,,10,6,1,0,0,5,129,20.2,157,86.7,178,97,54.5,9,10,39,26.3
Aritz Aduriz,659998.0182,720000,2020,38,11,14,0,208,1,0,6,3,50,0,33,57.9,0,0,1,2,1,1,0,0,1,16,25,82,100,117,64,54.7,4,7,7,76.9
Eddie Nketiah,6718779.825,7200000,2019,19,5,5,0,67,1,0,3,1,33.3,0.33,19,95,0,0,,4,2,1,0,0,1,22,31.8,35,66.7,46,26,56.5,3,1,4,0
Hatem Ben Arfa,3299990.091,3600000,2020,32,13,5,2,159,0,0,2,0,0,0,42,76.4,0,0,1,3,2,1,0,0,0,37,21.6,77,66.7,71,60,84.5,3,2,10,100
Alex Oxlade-Chamberlain,29394661.73,31500000,2019,24,2,4,2,106,0,0,1,1,100,0,12,85.7,0,0,,3,2,1,0,0,1,3,0,19,100,19,16,84.2,2,0,1,
João Pedro,12374962.84,13500000,2020,17,19,3,0,25,0,0,1,0,0,0,10,71.4,3,0,,2,1,1,0,0,0,6,16.7,18,100,20,14,70,0,1,3,40
Ferris N'Goma,504165.1528,550000,2020,26,14,4,0,25,1,0,1,0,0,1,8,66.7,0,0,4,1,0,1,0,0,0,7,28.6,20,66.7,19,12,63.2,1,2,4,
Claudio Pizarro,329999.0091,360000,2020,40,16,18,0,234,0,0,0,1.54,0,0,60,69,2,0,,9,7,1,0,0,3,34,20.6,124,60,148,84,56.8,11,2,24,33.3
Florian Wirtz,8249975.227,9000000,2020,16,5,7,3,367,1,0,75,0.98,0.25,0,152,81.7,4,1,,6,5,1,0,0,6,67,20.9,235,62.2,230,183,79.6,10,7,33,0
Fredrik Jensen,1649995.045,1800000,2020,21,15,10,5,457,1,0,50,1.18,0.17,0,57,64.8,5,1,,8,5,1,2,1,1,162,19.8,130,50,173,88,50.9,4,3,23,31.6
Ebrima Colley,659998.0182,720000,2020,19,3,5,0,82,0,1,40,5.49,0,0,37,88.1,0,1,,6,3,1,1,1,2,15,26.7,68,80,62,49,79,4,3,12,50
Javier Hernández,7012478.943,7650000,2020,31,24,14,8,835,3,0,21,9,40,0.2,123,80.4,7,1,,17,11,1,0,0,5,128,24.3,260,75,380,186,61.7,22,8,28,45.5
Glenn Murray,1319996.036,1440000,2020,35,15,23,7,797,1,1,17,4,23.5,0.06,116,65.5,4,1,,12,7,1,1,1,3,144,24.3,273,20,435,206,47.4,25,15,36,41.7
Łukasz Teodorczyk,2519542.434,2700000,2019,27,12,16,2,400,1,0,16.7,2.7,0.08,0,54,62.1,3,1,,9,6,1,2,0,5,101,14.9,152,75,187,110,58.8,13,20,16,33.3
Keinan Davis,1897494.302,2070000,2020,21,7,1,1,26,0,0,16,5,31.3,0,107,75.9,1,1,,20,11,1,3,1,2,88,21.6,224,60,311,179,57.6,19,12,27,37.1
Ademola Lookman,11137466.56,12150000,2020,21,3,11,1,309,0,0,10,2.91,0,0,116,76.3,14,1,,13,10,1,0,0,8,68,27.9,211,43.8,178,147,82.6,13,8,34,25
Oliver McBurnie,3419858.931,3600000,2018,21,18,11,2,276,0,1,6,3,50,0,71,71.7,3,1,,4,3,1,1,1,3,51,33.3,138,100,152,105,69.1,12,4,15,50
Ignatius Ganago,2374902.035,2500000,2018,18,8,6,0,69,1,0,4,2,50,0,14,70,0,1,0,2,1,1,1,0,0,10,40,30,33.3,29,21,72.4,0,4,4,100
Bryan,8398474.781,9000000,2019,17,6,11,0,167,1,1,4,1,25,0,54,66.7,9,1,6,4,3,1,2,1,6,48,22.9,123,52.9,121,96,79.3,2,3,12,25
Reiss Nelson,6412235.495,6750000,2018,17,6,14,13,1120,9,3,2,1,50,0,75,91.5,1,1,,4,3,1,0,0,4,32,21.9,103,60,99,79,79.8,3,0,11,
Sergi Guardiola,1709929.465,1800000,2018,26,16,40,37,3368,22,8,2,0,0,0,7,50,3,1,3,1,0,1,0,0,1,19,10.5,24,100,23,19,82.6,3,1,3,0
Akaki Gogia,824997.5227,900000,2020,27,11,3,1,121,0,0,0,0.74,0,0,28,65.1,2,1,,5,4,1,0,0,2,26,26.9,67,66.7,71,45,63.4,5,2,7,80
Antonio Sanabria,6412235.495,6750000,2018,21,6,17,8,854,8,0,50,2.53,0.33,0,122,77.2,2,2,,11,7,1,3,2,4,164,30.5,262,58.3,377,192,50.9,25,10,23,23.3
Florian Niederlechner,3847341.297,4050000,2018,26,15,10,9,697,2,0,31.8,2.84,0.09,0,92,72.4,3,2,,15,7,1,1,0,6,179,18.4,231,33.3,283,170,60.1,20,16,32,33.3
Gianluca Lapadula,4199237.39,4500000,2019,28,17,8,4,404,1,0,20.8,5.35,0.04,0,52,66.7,0,2,,11,5,1,0,0,5,84,28.6,150,50,221,102,46.2,14,16,27,36.7
Eric Maxim Choupo-Moting,3666655.656,4000000,2020,30,1,9,5,451,3,1,18,7,38.9,0,92,82.1,2,2,5,12,6,1,5,2,10,83,28.9,180,66.7,206,135,65.5,11,2,22,50
Andy Carroll,6718779.825,7200000,2019,29,10,12,3,461,0,0,14,6,42.9,0,86,65.6,2,2,,12,8,1,0,0,2,91,12.1,197,42.9,273,143,52.4,14,11,25,51.7
Daniel Podence,14024957.89,15300000,2020,23,1,15,15,1147,3,2,10,4,40,0.1,74,70.5,5,2,,11,7,1,2,0,2,43,30.2,153,69.2,158,117,74.1,3,5,19,0
Yassine Benrahou,933163.8646,1000000,2019,19,14,4,1,177,0,0,6,3,50,0,81,73,16,2,5,6,3,1,0,0,7,70,25.7,147,40,140,103,73.6,3,2,17,25
Nolito,1679694.956,1800000,2019,31,6,4,1,76,0,0,3,2,66.7,0,21,70,1,2,1,2,1,1,0,0,4,12,50,46,33.3,51,32,62.7,2,2,5,0
Lucas Torró,1979994.054,2160000,2020,25,9,7,4,331,0,0,0,1.9,0,0,150,86.2,0,2,,4,1,1,0,0,13,73,32.9,227,50,119,110,92.4,4,6,65,70.8
Luka Jović,34198589.31,36000000,2018,19,8,22,9,936,8,1,36,15,41.7,0,178,73.9,5,3,9,20,14,1,5,4,6,172,32.6,375,37,501,285,56.9,27,21,44,26.2
Hwang Ui-jo,2199993.394,2400000,2020,26,12,24,19,1633,6,2,36,15,41.7,0,351,82.4,9,3,23,22,15,1,4,2,9,247,23.5,614,55.9,763,494,64.7,39,13,65,43.3
Dani Olmo,25987421.96,28350000,2020,21,3,12,9,747,3,1,28.6,2.53,0.14,0,279,75,17,3,,25,19,1,2,0,19,163,33.1,489,42.9,454,361,79.5,15,10,64,59.3
Alireza Jahanbakhsh,12597712.17,13500000,2019,24,17,19,12,1020,0,0,22,7,31.8,0,210,68.6,23,3,,18,11,1,3,0,39,215,24.2,480,42.5,422,298,70.6,32,19,87,36.4
Demarai Gray,11962464.08,13050000,2020,23,5,21,3,622,2,3,21,6,28.6,0.1,271,83.1,31,3,,29,25,1,6,5,8,129,30.2,431,40.7,406,325,80,18,2,63,30
Renato Steffen,3419858.931,3600000,2018,25,16,16,6,659,0,0,20,0.68,0,0,171,77,9,3,,14,11,1,2,1,10,151,19.9,286,54.5,253,194,76.7,13,20,45,5
Mbwana Samatta,7837476.466,8550000,2020,26,17,14,11,943,1,0,17,3,17.6,0.06,127,70.9,3,3,,21,14,1,1,0,9,173,26,277,60,430,203,47.2,26,8,35,30.4
Michy Batshuayi,11549965.32,12600000,2020,25,4,16,1,239,1,1,15,2,13.3,0.07,61,80.3,0,3,,7,5,1,3,2,2,72,23.6,120,50,181,87,48.1,10,4,17,28.6
Marc Cardona,1259771.217,1350000,2019,23,12,17,6,604,3,1,13,4,30.8,0,135,73.4,6,3,7,15,13,1,3,2,2,150,31.3,270,58.8,364,201,55.2,22,8,30,19.1
Farid El Melali,1679694.956,1800000,2019,21,13,18,0,328,0,1,8,1,12.5,0,104,75.4,7,3,9,13,9,1,2,1,8,110,16.4,220,40.7,195,154,79,11,7,39,20
Mason Greenwood,8398474.781,9000000,2019,16,6,3,1,117,0,0,7,4,57.1,0,51,83.6,1,3,,6,5,1,0,0,3,22,31.8,84,50,84,65,77.4,4,0,9,0
Davie Selke,19799940.54,21600000,2020,24,16,30,15,1403,1,1,38.5,2.53,0,0,232,67.4,6,4,,25,15,1,1,1,8,307,26.5,572,33.3,846,435,54.8,55,39,61,53.7
Simone Verdi,16796949.56,18000000,2019,26,2,22,9,704,3,3,36.8,2.43,0.11,1,290,79.5,36,4,,31,23,1,4,3,18,171,26.3,470,62.5,434,367,84.6,16,14,43,0
Khouma Babacar,5459008.608,5850000,2019,25,11,29,16,1488,7,2,33.3,3.63,0.08,2,248,81.8,4,4,,30,22,1,10,4,8,293,19.8,527,55,663,367,55.4,55,30,63,42.9
Josip Drmić,1319996.036,1440000,2020,26,20,21,5,647,1,0,13,5,38.5,0.08,125,76.2,3,4,,11,7,1,1,0,4,133,26.3,240,42.9,300,159,53,24,6,49,23.1
Nassim Boujellab,839847.4781,900000,2019,19,14,7,4,378,0,1,11.1,2.14,0,0,80,76.2,0,4,,4,2,1,2,1,9,135,21.5,169,77.8,146,107,73.3,14,11,34,27.8
Alireza Jahanbakhsh,5362483.897,5850000,2020,25,15,10,3,311,2,0,11,2,18.2,0.18,84,60,24,4,,8,5,1,1,0,7,51,39.2,194,53.8,180,142,78.9,6,2,32,0
John Guidetti,1679694.956,1800000,2019,26,11,22,6,631,2,1,10,5,50,0,107,67.7,10,4,5,14,13,1,2,2,3,140,23.6,227,37.5,340,173,50.9,25,13,25,31.3
Yoshinori Mutō,7558627.303,8100000,2019,26,13,17,5,524,1,0,5,3,60,0.2,89,70.1,4,4,,7,5,1,0,0,11,131,22.9,199,64.7,247,123,49.8,13,13,40,26.7
Adam Lallana,7837476.466,8550000,2020,31,1,15,3,382,1,1,5,1,20,0.2,229,84.8,3,4,,9,7,1,1,1,20,132,31.1,333,33.3,273,236,86.4,5,7,51,38.9
Roberto Inglese,9899970.272,10800000,2020,27,11,16,8,737,3,0,42.9,2.56,0.14,0,92,65.7,4,5,,9,8,1,1,1,10,157,25.5,245,64.3,338,166,49.1,27,19,38,35.5
Amir Abrashi,1319996.036,1440000,2020,29,8,13,8,663,0,0,40,0.68,0,0,298,87.1,7,5,,10,8,1,0,0,23,164,25.6,438,63.6,288,261,90.6,9,17,86,54.5
Luca Waldschmidt,5129788.396,5400000,2018,21,17,20,5,794,1,2,35.7,3.17,0.04,0,177,70,6,5,,25,15,1,3,0,5,164,30.5,375,45.8,395,271,68.6,26,10,62,30.4
Felix Klaus,1979994.054,2160000,2020,26,7,23,6,670,0,1,31.6,2.55,0,0,150,68.8,19,5,,15,13,1,2,1,23,226,30.5,354,46.2,367,244,66.5,35,12,56,28.1
Sergio Floccari,256489.4198,270000,2018,35,17,20,9,883,3,0,27.3,2.24,0.14,0,197,76.4,11,5,,15,11,1,3,1,17,150,30.7,399,66.7,455,302,66.4,28,13,42,30.1
Bernard Tekpetey,2099618.695,2250000,2019,20,2,32,23,2102,10,4,9.1,2.21,0,0,63,61.2,13,5,,14,9,1,1,1,6,100,31,194,55.6,214,129,60.3,25,14,37,23.1
Marcos Llorente,10259576.79,10800000,2018,22,3,13,5,554,0,0,6,0,0,0,392,91.6,1,5,3,9,8,1,0,0,6,103,33,463,100,348,342,98.3,1,4,69,50
Mario Götze,10724967.79,11700000,2020,27,2,15,5,521,3,0,42.9,1.21,0.29,1,238,84.1,8,6,,17,14,1,0,0,14,209,23,357,41.7,387,279,72.1,12,5,27,18.2
Lucas Höler,3359389.912,3600000,2019,24,13,26,11,1006,4,0,42.3,2.33,0.15,0,180,68.2,10,6,,31,21,1,2,2,20,272,19.5,450,33.3,562,340,60.5,39,17,50,36.1
Shane Long,2309993.064,2520000,2020,32,11,26,15,1395,2,2,33,13,39.4,0.06,226,55.8,20,6,,31,25,1,3,1,19,315,31.1,611,44.4,885,456,51.5,62,32,81,47.1
Shane Long,4199237.39,4500000,2019,31,16,26,12,1272,5,1,30,9,30,0.17,211,64.1,13,6,,28,20,1,2,1,11,287,23.7,514,40,777,385,49.5,47,26,57,38.3
Andre Gray,5774982.659,6300000,2020,28,19,23,7,755,2,0,19,6,31.6,0.11,102,65.8,5,6,,14,11,1,1,0,5,161,26.7,239,46.2,392,181,46.2,29,10,38,29.8
Kévin Gameiro,10259576.79,10800000,2018,30,2,25,11,1133,7,2,18,11,61.1,2,177,78.3,2,6,7,21,17,1,4,3,8,321,17.4,351,54.2,476,249,52.3,25,9,46,15.8
Juan Mata,7837476.466,8550000,2020,31,3,19,8,758,0,2,9,1,11.1,0,442,84.5,23,6,,38,31,1,2,2,8,118,29.7,589,41.7,605,489,80.8,10,7,48,30
Nikola Kalinić,11969506.26,12600000,2018,29,6,31,20,1812,6,3,43.4,2.63,0.11,0,295,80.6,1,7,,63,47,1,10,6,5,276,26.1,556,38.5,815,412,50.6,45,41,70,37.9
Johannes Eggestein,6298856.086,6750000,2019,20,8,23,12,1113,4,1,40,2.65,0.07,0,145,71.4,13,7,,11,7,1,0,0,9,178,29.2,273,20,246,180,73.2,13,8,57,14.3
Martin Terrier,12131130.24,13000000,2019,21,3,32,16,1486,9,0,35,16,45.7,0,449,82.1,16,7,14,55,46,1,6,4,17,288,21.9,684,68.8,654,506,77.4,16,13,98,50
Borja Bastón,3359389.912,3600000,2019,25,11,27,18,1439,5,1,34,10,29.4,0.15,208,64.8,5,7,,16,13,1,1,1,15,441,15.6,502,35.3,713,353,49.5,52,41,74,34.9
Sergio Floccari,251954.2434,270000,2019,36,13,20,11,976,3,1,30.4,2.12,0.13,0,187,78.9,8,7,,14,9,1,4,1,9,234,23.1,379,52.6,456,280,61.4,37,17,46,47.6
Kwon Chang-hoon,2519542.434,2700000,2019,24,18,19,10,938,2,0,30,1.92,0.1,0,244,70.1,44,7,,20,14,1,0,0,8,210,24.3,478,50,454,319,70.3,24,9,78,35.3
Sergi Enrich,1979994.054,2160000,2020,29,14,30,21,1865,1,4,30,6,20,0,377,71.5,8,7,19,19,12,1,5,3,21,445,30.8,746,75,1062,527,49.6,61,60,105,37
Charles,2887491.329,3150000,2020,35,14,30,13,1301,6,0,23,9,39.1,1,237,68.5,2,7,13,24,17,1,2,1,13,228,22.8,475,66.7,670,326,48.7,34,41,67,36.4
Lys Mousset,3419858.931,3600000,2018,21,12,23,4,596,2,0,22,6,27.3,0.09,105,59.7,10,7,,11,8,1,1,1,5,153,19.6,296,57.6,279,205,73.5,26,11,51,18.8
Miguel Almirón,16796949.56,18000000,2019,24,13,10,9,759,0,0,19,8,42.1,0,188,72.3,21,7,,27,22,1,2,0,17,231,26.4,384,43.8,391,242,61.9,21,6,84,33.3
Kelechi Iheanacho,10078169.74,10800000,2019,21,9,30,9,941,1,3,19,6,31.6,0.05,217,75.3,6,7,,24,20,1,7,6,8,198,22.7,387,55,550,308,56,32,14,51,27.3
Youssef Aït Bennasser,8398474.781,9000000,2019,22,4,13,11,936,0,0,7,0,0,0,580,87.3,4,7,15,21,20,1,0,0,21,319,24.5,751,87.5,598,566,94.6,7,10,111,35.7
Adam Lallana,12597712.17,13500000,2019,30,2,13,5,468,0,0,5,2,40,0,253,83.2,8,7,,20,15,1,2,1,16,140,37.9,378,69.2,352,282,80.1,9,4,39,44.4
Hicham Boudaoui,3299990.091,3600000,2020,19,6,9,6,490,1,2,4,4,100,0,152,76.4,17,7,14,13,9,1,3,3,14,170,24.1,277,56.3,242,191,78.9,11,10,35,41.2
Nikola Kalinić,8398474.781,9000000,2019,30,2,17,7,642,2,0,55.6,1.26,0.22,0,60,57.7,0,8,,8,6,1,2,1,3,127,22,167,50,324,127,39.2,26,14,22,51.6
Ismail Jakobs,4124987.613,4500000,2020,19,14,20,20,1672,2,2,50,0.97,0.11,0,390,66.1,73,8,,27,24,1,3,3,53,403,27,831,47.4,677,480,70.9,48,18,134,40
Steven Skrzybski,2267588.191,2430000,2019,25,14,12,8,664,3,1,43.8,2.17,0.19,0,99,69.7,4,8,,16,13,1,1,1,8,244,24.2,236,50,299,151,50.5,25,10,35,17.6
Olivier Giroud,5774982.659,6300000,2020,32,4,18,12,993,8,0,39,19,48.7,0.21,207,67.6,2,8,,20,14,1,4,2,4,207,28.5,415,66.7,541,301,55.6,18,17,47,51.2
Rodrigo,32999900.91,36000000,2020,28,9,27,23,1880,4,7,39,14,35.9,0,479,75.8,32,8,15,44,38,1,12,9,11,327,28.7,847,41.5,1047,699,66.8,52,19,71,41.3
Patrick Cutrone,23515729.39,25200000,2019,20,5,34,12,1457,3,2,38.9,2.22,0.08,0,241,71.9,19,8,,32,30,1,2,2,13,377,24.9,543,35.5,748,389,52,46,27,65,21.7
Patrick Cutrone,23515729.39,25200000,2019,20,5,34,12,1457,3,2,36,14,38.9,0.08,241,71.9,19,8,,32,30,1,2,2,13,377,24.9,543,35.5,748,389,52,46,27,65,21.7
Franco Vázquez,7837476.466,8550000,2020,30,4,31,11,1098,3,0,16,6,37.5,0,546,85.8,18,8,11,25,21,1,3,3,31,255,25.9,793,78.3,701,574,81.9,18,32,138,49.2
Phil Foden,20996186.95,22500000,2019,18,1,13,3,335,1,0,14,6,42.9,0.07,202,86,4,8,,14,11,1,1,1,7,117,28.2,279,60,270,228,84.4,3,4,31,16.7
Jean-Eudes Aholou,5878932.347,6300000,2019,24,17,17,12,1075,0,1,10,4,40,0,262,83.7,2,8,6,9,7,1,0,0,21,148,38.5,409,76.9,306,269,87.9,13,11,72,54.5
Farid El Melali,1319996.036,1440000,2020,22,11,8,4,306,3,0,6,5,83.3,0,70,68,7,8,7,8,6,1,1,1,13,94,24.5,181,40.9,148,112,75.7,11,7,36,50
Oliver Fink,206249.3807,225000,2020,37,17,14,8,675,0,1,0,1.33,0,0,160,60.2,8,8,,20,15,1,3,2,25,223,24.7,379,54.5,325,222,68.3,17,13,85,57.5
Diego Perotti,10078169.74,10800000,2019,30,6,13,6,668,5,0,42.9,1.89,0.14,3,268,75.3,44,9,,34,24,1,1,0,13,144,27.8,444,74.2,395,339,85.8,12,5,46,50
Ashley Barnes,6599980.182,7200000,2020,29,10,19,17,1352,6,0,39,11,28.2,0.13,155,61.3,5,9,,19,12,1,1,0,6,275,22.9,435,64.7,706,298,42.2,41,35,65,32.8
Ben Zolinski,598581.5359,653000,2020,27,18,28,14,1210,3,2,36.8,1.41,0.16,0,274,75.5,5,9,,25,22,1,2,2,16,380,20,514,47.4,576,365,63.4,33,26,77,35.1
Lautaro Martínez,25195424.34,27000000,2019,20,4,27,13,1344,6,2,30.5,3.95,0.08,1,178,70.1,12,9,,33,26,1,4,3,4,269,24.5,473,58.1,661,351,53.1,55,27,52,33.9
Bernardo Silva,51297883.96,54000000,2018,22,1,35,15,1533,6,4,25,14,56,0.24,830,84.3,51,9,,59,54,1,6,5,24,283,31.1,1165,64.1,1055,927,87.9,32,9,117,14.3
Borja Bastón,1709929.465,1800000,2018,24,20,20,8,992,2,0,22,8,36.4,0.05,175,75.8,5,9,,18,9,1,3,1,7,236,22.5,332,11.1,443,242,54.6,24,14,39,52.3
Juan Mata,16796949.56,18000000,2019,30,6,22,16,1289,3,2,19,6,31.6,0.16,618,80.7,67,9,,50,37,1,7,5,6,221,19.9,873,60,824,659,80,15,10,95,28.6
Gerard Deulofeu,11969506.26,12600000,2018,23,14,17,10,937,2,1,17,8,44.4,0.11,341,70.1,31,9,,32,21,1,2,1,14,193,22.1,581,59.1,543,436,75.5,27,14,73,0
Lucas Moura,23939012.52,25200000,2018,24,3,11,2,286,1,2,8,4,40,0.33,130,80.5,5,9,,16,11,1,3,2,3,36,26.1,205,41.7,209,170,85.6,8,5,17,66.7
Kevin Lasagna,6412235.495,6750000,2018,24,14,29,26,2130,12,2,40,3.17,0.16,0,277,61.8,34,10,,40,28,1,9,4,14,332,25,728,42.3,926,517,55.8,58,29,86,38.9
Samuel Grandsir,2749991.742,3000000,2020,22,14,24,17,1492,3,1,29,8,27.6,0,391,72.8,59,10,33,43,36,1,5,4,33,291,28.5,754,48.1,767,573,74.7,48,20,93,21.4
